Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
162.247.243.29-192.168.8.135-443-3706-6,192.168.8.135,3706,162.247.243.29,443,6,13/08/2023 08:08:06 PM,168889,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.842097472304294,168889.0,0.0,168889.0,168889.0,0,0,0,0,0,168889.0,168889.0,0.0,168889.0,168889.0,0,0,0,0,0,40,0.0,11.842097472304294,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,294,0,0,0,0,0,0,0,0,0,0,No Label
162.247.243.29-192.168.8.135-443-3707-6,192.168.8.135,3707,162.247.243.29,443,6,13/08/2023 08:08:06 PM,168680,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.856770215793219,168680.0,0.0,168680.0,168680.0,0,0,0,0,0,168680.0,168680.0,0.0,168680.0,168680.0,0,0,0,0,0,40,0.0,11.856770215793219,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,292,0,0,0,0,0,0,0,0,0,0,No Label
162.247.243.29-192.168.8.135-443-3709-6,192.168.8.135,3709,162.247.243.29,443,6,13/08/2023 08:08:11 PM,635620,5,7,1575.0,467.0,991.0,0.0,315.0,436.0194949770021,443.0,0.0,66.71428571428571,166.1672995163953,3212.6113086435294,18.879204556181367,57783.63636363637,76116.08285542908,181237.0,191.0,167524.0,41881.0,81680.93296479907,164400.0,663.0,635620.0,105936.66666666667,75522.46541438294,181237.0,4240.0,0,0,0,0,100,164,7.866335231742236,11.012869324439132,0.0,991.0,157.0769230769231,307.2256124138691,94387.57692307694,0,1,0,0,0,0,0,0,1.0,170.16666666666666,315.0,66.71428571428571,0,0,0,0,0,0,5,1575,7,467,-1,292,3,0,0,0,0,0,0,0,0,0,No Label
162.247.243.29-192.168.8.135-443-3709-6,162.247.243.29,443,192.168.8.135,3709,6,13/08/2023 08:08:11 PM,1378,0,3,0.0,382.0,0,0,0,0,382.0,0.0,127.33333333333334,220.54780283043704,277213.3526850508,2177.0682148040637,689.0,702.8641404994282,1186.0,192.0,0,0,0,0,0,1378.0,689.0,702.8641404994282,1186.0,192.0,0,1,0,0,0,60,0.0,2177.0682148040637,0.0,382.0,191.0,220.54780283043704,48641.333333333336,0,0,0,1,1,0,0,0,0.0,254.66666666666666,0.0,127.33333333333333,0,0,0,0,0,0,0,0,3,382,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-20.205.243.168-3793-443-6,192.168.8.135,3793,20.205.243.168,443,6,13/08/2023 08:08:49 PM,1915106,12,11,1756.0,4030.0,637.0,0.0,146.33333333333331,233.16764680193415,1400.0,0.0,366.3636363636364,583.5392485047211,3021.2426883942717,12.009779093167689,87050.27272727274,295611.45308152336,1398843.0,0.0,1843296.0,167572.36363636365,416857.75186873344,1398843.0,65.0,467405.0,46740.5,48832.63719242149,126386.0,0.0,0,0,0,0,240,244,6.265971700783142,5.7438073923845465,0.0,1400.0,241.08333333333337,434.4770886706342,188770.34057971014,0,1,0,0,0,0,0,0,0.0,251.56521739130434,146.33333333333334,366.3636363636364,0,0,0,0,0,0,12,1756,11,4030,-1,68,6,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-52.123.168.83-3803-443-6,192.168.8.135,3803,52.123.168.83,443,6,13/08/2023 08:08:58 PM,3409038,11,13,2163.0,6567.0,1351.0,0.0,196.63636363636368,412.7195834285727,1400.0,0.0,505.15384615384625,645.1728251863793,2560.8397442328305,7.040109262495754,148219.04347826086,569939.474875461,2750613.0,0.0,3272758.0,327275.79999999993,903440.4725070342,2892753.0,161.0,658425.0,54868.75000000001,75554.50395951376,183011.0,0.0,0,0,0,0,220,284,3.2267167453105543,3.8133925171852003,0.0,1400.0,349.2,554.9963963846973,308021.00000000006,0,1,0,0,0,0,0,0,1.0,363.75,196.63636363636363,505.15384615384613,0,0,0,0,0,0,11,2163,13,6567,-1,16384,5,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-52.113.153.73-50008-443-6,192.168.8.135,50008,52.113.153.73,443,6,13/08/2023 08:09:01 PM,308499,5,4,122.0,238.0,72.0,0.0,24.4,34.30451865279558,155.0,0.0,59.5,74.7283971013251,1166.940573551292,29.173514338782294,38562.375,33553.49133606346,83870.0,195.0,224434.0,56108.5,60137.561332332065,110963.0,622.0,271940.0,90646.66666666667,29440.87139222162,122885.0,65185.0,0,0,0,0,100,104,16.207507965990164,12.966006372792132,0.0,155.0,36.0,53.372901988431046,2848.6666666666665,0,1,0,0,0,0,0,0,0.0,40.0,24.4,59.5,0,0,0,0,0,0,5,122,4,238,-1,2050,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-52.113.153.73-50029-443-6,192.168.8.135,50029,52.113.153.73,443,6,13/08/2023 08:09:01 PM,292163,4,4,122.0,238.0,72.0,0.0,30.5,36.345563690772494,155.0,0.0,59.5,74.7283971013251,1232.188880864449,27.381975130321088,41737.571428571435,39332.118880363516,88966.0,380.0,223752.0,74584.0,64274.55970288711,114504.0,439.0,272116.0,90705.33333333333,23148.225641144363,114300.0,68031.0,0,0,0,0,80,104,13.690987565160544,13.690987565160544,0.0,155.0,40.0,54.99772722576816,3024.75,0,1,0,0,0,0,0,0,1.0,45.0,30.5,59.5,0,0,0,0,0,0,4,122,4,238,-1,2050,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-52.113.153.73-50012-443-6,192.168.8.135,50012,52.113.153.73,443,6,13/08/2023 08:09:01 PM,199897,3,3,50.0,83.0,50.0,0.0,16.666666666666664,28.867513459481287,83.0,0.0,27.666666666666668,47.92007234273894,665.3426514655048,30.01545796084984,39979.4,39509.8706502565,82638.0,72.0,117023.0,58511.5,82645.93347830248,116951.0,72.0,158274.0,79137.0,4951.161681868206,82638.0,75636.0,0,0,0,0,60,84,15.00772898042492,15.00772898042492,0.0,83.0,18.999999999999996,33.818141088277855,1143.6666666666667,0,1,0,0,0,0,0,0,1.0,22.166666666666668,16.666666666666668,27.666666666666668,0,0,0,0,0,0,3,50,3,83,-1,2050,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-52.113.153.73-50035-443-6,192.168.8.135,50035,52.113.153.73,443,6,13/08/2023 08:09:01 PM,183048,3,3,50.0,83.0,50.0,0.0,16.666666666666664,28.867513459481287,83.0,0.0,27.666666666666668,47.92007234273894,726.5853765132644,32.778287662252524,36609.6,38144.49562256657,85118.0,118.0,117415.0,58707.5,82858.06551265845,117297.0,118.0,150869.0,75434.5,14588.320002659662,85750.0,65119.0,0,0,0,0,60,84,16.389143831126262,16.389143831126262,0.0,83.0,18.999999999999996,33.818141088277855,1143.6666666666667,0,1,0,0,0,0,0,0,1.0,22.166666666666668,16.666666666666668,27.666666666666668,0,0,0,0,0,0,3,50,3,83,-1,2050,1,0,0,0,0,0,0,0,0,0,No Label
